ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
130.126.26.fbd,2003-02-20,00:00:39,500.0,352363.0,0000352363-02-000002,-index.htm,200.0,5031.0,1.0,1.0,0.0,0.0,0.0,mie
61.115.76.jbf,2003-02-20,00:00:40,500.0,1017918.0,0001017918-03-000029,.txt,200.0,26234.0,0.0,1.0,0.0,0.0,0.0,
24.185.131.cac,2003-02-20,00:00:45,500.0,846909.0,0000927016-01-501290,-index.htm,200.0,5520.0,1.0,0.0,0.0,1.0,0.0,win
67.250.209.aah,2003-02-20,00:00:45,500.0,777676.0,0001012870-02-003153,d10k.htm,200.0,1422604.0,0.0,0.0,0.0,9.0,0.0,win
200.42.95.dda,2003-02-20,00:00:48,500.0,931948.0,0001137774-03-000067,-index.htm,304.0,,1.0,0.0,0.0,1.0,0.0,mie
64.174.154.ggf,2003-02-20,00:00:58,500.0,888335.0,0000950148-01-501191,.txt,200.0,246485.0,0.0,0.0,0.0,1.0,0.0,mie
24.185.131.cac,2003-02-20,00:01:02,500.0,846909.0,0000927016-01-001815,-index.htm,200.0,2479.0,1.0,0.0,0.0,1.0,0.0,win
24.185.131.cac,2003-02-20,00:01:12,500.0,846909.0,0000927016-01-000706,-index.htm,200.0,11091.0,1.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:01:15,500.0,1002439.0,0001021408-03-003069,.txt,200.0,397975.0,0.0,1.0,0.0,0.0,0.0,
167.219.0.jcf,2003-02-20,00:01:16,500.0,73088.0,0000895813-98-000242,.txt,200.0,177087.0,0.0,0.0,0.0,1.0,0.0,mie
24.185.131.cac,2003-02-20,00:01:23,500.0,846909.0,0000927016-01-000706,-0009.txt,200.0,5043.0,0.0,0.0,0.0,9.0,0.0,win
61.115.76.jbf,2003-02-20,00:01:29,500.0,819975.0,0001021408-03-003069,.txt,200.0,397975.0,0.0,1.0,0.0,0.0,0.0,
24.185.131.cac,2003-02-20,00:01:34,500.0,846909.0,0000927016-01-000706,-0013.txt,200.0,27503.0,0.0,0.0,0.0,9.0,0.0,win
162.27.9.fed,2003-02-20,00:01:36,500.0,1100969.0,0001021408-02-013976,-index.htm,200.0,2714.0,1.0,0.0,0.0,1.0,0.0,win
162.27.9.fed,2003-02-20,00:01:40,500.0,1100969.0,0001021408-02-013976,dex991.txt,200.0,1298.0,0.0,0.0,0.0,9.0,0.0,win
202.17.236.dce,2003-02-20,00:01:46,500.0,1145460.0,0001047469-03-006101,-index.htm,304.0,,1.0,0.0,0.0,1.0,0.0,win
216.55.130.dce,2003-02-20,00:01:49,500.0,849870.0,0000948524-02-000080,-index.htm,200.0,2690.0,1.0,0.0,0.0,1.0,0.0,
162.27.9.fed,2003-02-20,00:01:54,500.0,1100969.0,0001021408-02-013976,dex992.txt,200.0,1289.0,0.0,0.0,0.0,9.0,0.0,win
61.197.217.beh,2003-02-20,00:02:06,500.0,313838.0,0000950109-02-003508,-index.htm,200.0,2704.0,1.0,0.0,0.0,10.0,0.0,win
24.185.131.cac,2003-02-20,00:02:11,500.0,846909.0,0000927016-01-000706,-0030.txt,200.0,59069.0,0.0,0.0,0.0,9.0,0.0,win
210.164.153.hgh,2003-02-20,00:02:19,500.0,95676.0,0000912057-96-024167,.txt,200.0,319551.0,0.0,0.0,0.0,4.0,0.0,win
202.17.236.dce,2003-02-20,00:02:21,500.0,1145460.0,0001047469-03-006101,a2103906zex-99_1.htm,304.0,,0.0,1.0,0.0,0.0,0.0,win
67.80.104.gbi,2003-02-20,00:02:27,500.0,1062822.0,0000950129-02-001776,.txt,200.0,96611.0,0.0,0.0,0.0,1.0,0.0,mie
162.27.9.fed,2003-02-20,00:02:28,500.0,1102384.0,9999999997-02-037737,-index.htm,200.0,2003.0,1.0,0.0,0.0,1.0,0.0,win
24.185.131.cac,2003-02-20,00:02:37,500.0,846909.0,0000927016-00-003604,-index.htm,200.0,10928.0,1.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:02:41,500.0,1174821.0,0001021408-03-003074,.txt,200.0,242067.0,0.0,1.0,0.0,0.0,0.0,
167.219.0.jcf,2003-02-20,00:02:45,500.0,1059744.0,0001104659-02-001308,.txt,200.0,1506733.0,0.0,0.0,0.0,1.0,0.0,win
24.185.131.cac,2003-02-20,00:02:47,500.0,846909.0,0000927016-00-003604,-0007.txt,200.0,46857.0,0.0,0.0,0.0,9.0,0.0,win
162.27.9.fed,2003-02-20,00:02:51,500.0,789881.0,0001021408-03-003188,-index.htm,200.0,2661.0,1.0,0.0,0.0,2.0,0.0,win
212.76.10.iei,2003-02-20,00:02:51,500.0,1066719.0,0000889812-99-002098,-index.html,200.0,3023.0,1.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:02:53,500.0,1207183.0,0001181431-03-002820,.txt,200.0,22621.0,0.0,1.0,0.0,0.0,0.0,
162.27.9.fed,2003-02-20,00:02:55,500.0,789881.0,0001021408-03-003188,d10q.txt,200.0,94221.0,0.0,0.0,0.0,9.0,0.0,win
61.193.164.chj,2003-02-20,00:02:57,500.0,815097.0,0000815097-03-000005,.txt,200.0,10269296.0,0.0,0.0,0.0,1.0,0.0,mie
216.190.168.jde,2003-02-20,00:03:07,500.0,49826.0,0000950137-02-001470,c67784e10-k405.htm,200.0,109636.0,0.0,0.0,0.0,9.0,0.0,win
129.188.33.ghe,2003-02-20,00:03:15,500.0,1029506.0,0001206774-02-000016,-index.htm,200.0,4061.0,1.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:03:22,500.0,1125842.0,0001125842-03-000001,.txt,200.0,8550.0,0.0,1.0,0.0,0.0,0.0,
129.188.33.ghe,2003-02-20,00:03:24,500.0,1029506.0,0001206774-02-000016,d11593.htm,200.0,640810.0,0.0,0.0,0.0,9.0,0.0,win
216.89.152.ceb,2003-02-20,00:03:24,500.0,1111721.0,0001097241-02-000237,.txt,200.0,7977.0,0.0,1.0,0.0,0.0,0.0,
172.149.86.bfc,2003-02-20,00:03:26,500.0,1053374.0,0000891618-03-000240,-index.htm,200.0,7572.0,1.0,0.0,0.0,1.0,0.0,win
207.242.102.cih,2003-02-20,00:03:27,500.0,923282.0,0000898430-02-004209,-index.htm,304.0,,1.0,0.0,0.0,1.0,0.0,win
66.108.223.jdj,2003-02-20,00:03:27,500.0,1004990.0,0000950117-03-000698,-index.htm,200.0,193148.0,1.0,0.0,0.0,1.0,0.0,mie
66.108.223.jdj,2003-02-20,00:03:30,500.0,1004990.0,0000950117-03-000698,ex4-1.txt,200.0,186981.0,0.0,0.0,0.0,9.0,0.0,mie
61.115.76.jbf,2003-02-20,00:03:32,500.0,1091418.0,0001214782-03-000020,.txt,200.0,88482.0,0.0,1.0,0.0,0.0,0.0,
66.108.223.jdj,2003-02-20,00:03:32,500.0,1004990.0,0000950117-03-000698,-index.htm,200.0,193148.0,1.0,0.0,0.0,1.0,0.0,mie
61.115.76.jbf,2003-02-20,00:03:34,500.0,1083107.0,0001083107-03-000008,.txt,200.0,14594.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:03:35,500.0,10427.0,0000010427-03-000057,.txt,200.0,6942.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:03:38,500.0,1138388.0,0001181431-03-002859,.txt,200.0,17108.0,0.0,1.0,0.0,0.0,0.0,
207.242.102.cih,2003-02-20,00:03:48,500.0,923282.0,0000898430-02-004222,-index.htm,200.0,2592.0,1.0,0.0,0.0,1.0,0.0,win
67.112.196.ech,2003-02-20,00:03:51,500.0,1046327.0,0000891020-03-000066,v86865exv23w2.txt,200.0,443.0,0.0,0.0,0.0,9.0,0.0,win
61.115.76.jbf,2003-02-20,00:03:53,500.0,863436.0,0001104659-03-002610,.txt,200.0,87603.0,0.0,1.0,0.0,0.0,0.0,
169.237.100.hdj,2003-02-20,00:03:54,500.0,790070.0,0000912057-02-025593,-index.htm,200.0,2256.0,1.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:03:58,500.0,1140753.0,0000943663-03-000111,.txt,200.0,48650.0,0.0,1.0,0.0,0.0,0.0,
169.237.100.hdj,2003-02-20,00:03:59,500.0,790070.0,0000912057-02-025593,a2082977z11-k.htm,200.0,88986.0,0.0,0.0,0.0,9.0,0.0,win
24.43.108.bjh,2003-02-20,00:04:00,500.0,1172813.0,0001139020-03-000019,.txt,200.0,200957.0,0.0,1.0,0.0,0.0,0.0,mie
67.112.196.ech,2003-02-20,00:04:00,500.0,1046327.0,0000891020-03-000066,v86865sv8.htm,200.0,38661.0,0.0,0.0,0.0,9.0,0.0,win
207.242.102.cih,2003-02-20,00:04:02,500.0,923282.0,0000898430-02-004222,d10q.txt,200.0,349768.0,0.0,0.0,0.0,9.0,0.0,win
61.115.76.jbf,2003-02-20,00:04:02,500.0,11788.0,0000893838-03-000056,.txt,200.0,3624.0,0.0,1.0,0.0,0.0,0.0,
205.134.0.iei,2003-02-20,00:04:07,500.0,1000298.0,0001169232-02-003270,-index.htm,200.0,2310.0,1.0,0.0,0.0,1.0,0.0,mie
205.134.0.iei,2003-02-20,00:04:10,500.0,1000298.0,0001169232-02-003270,d52831_8-k.txt,200.0,7492.0,0.0,0.0,0.0,9.0,0.0,mie
169.237.100.hdj,2003-02-20,00:04:11,500.0,790070.0,0000912057-02-025593,a2082977zex-23_1.htm,200.0,1740.0,0.0,0.0,0.0,9.0,0.0,win
67.112.196.ech,2003-02-20,00:04:15,500.0,1046327.0,0000891020-03-000066,v86865exv5w1.txt,304.0,,0.0,0.0,0.0,9.0,0.0,win
169.237.100.hdj,2003-02-20,00:04:24,500.0,790070.0,0000927016-02-001573,-index.htm,200.0,2609.0,1.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:04:34,500.0,1056539.0,0001005444-03-000026,.txt,200.0,11682.0,0.0,1.0,0.0,0.0,0.0,
169.237.100.hdj,2003-02-20,00:04:38,500.0,790070.0,0000927016-02-001573,d10k405.htm,200.0,1170047.0,0.0,0.0,0.0,9.0,0.0,win
203.96.111.cci,2003-02-20,00:04:41,500.0,1210959.0,0001156973-02-001092,u45645exv3w1.txt,200.0,1007.0,0.0,1.0,0.0,0.0,0.0,mie
172.149.86.bfc,2003-02-20,00:04:48,500.0,1053374.0,0000891618-03-000240,f86991orsv1.htm,200.0,1095232.0,0.0,0.0,0.0,9.0,0.0,win
24.43.108.bjh,2003-02-20,00:04:49,500.0,1172813.0,0001139020-02-000213,.txt,200.0,53491.0,0.0,1.0,0.0,0.0,0.0,mie
152.13.178.dci,2003-02-20,00:04:52,500.0,884124.0,0000950168-02-003893,-index.htm,200.0,3081.0,1.0,0.0,0.0,4.0,0.0,mie
12.225.153.adj,2003-02-20,00:04:53,500.0,830260.0,0000891020-96-000653,.txt,200.0,1044689.0,0.0,0.0,0.0,4.0,0.0,mie
66.108.223.jdj,2003-02-20,00:04:55,500.0,883241.0,0000950109-03-000572,-index.htm,200.0,3090.0,1.0,0.0,0.0,1.0,0.0,mie
61.115.76.jbf,2003-02-20,00:05:00,500.0,1193959.0,0001193959-03-000003,.txt,200.0,8689.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:05:03,500.0,1012887.0,0001181431-03-002824,.txt,200.0,16211.0,0.0,1.0,0.0,0.0,0.0,
151.198.202.ihf,2003-02-20,00:05:16,500.0,1133806.0,0000891618-03-000673,-index.htm,200.0,2742.0,1.0,0.0,0.0,4.0,0.0,win
151.198.202.ihf,2003-02-20,00:05:21,500.0,1133806.0,0000891618-03-000673,f87467a1sc13gza.htm,200.0,25796.0,0.0,0.0,0.0,9.0,0.0,win
208.194.97.aba,2003-02-20,00:05:37,500.0,352947.0,0000352947-02-000006,mar2002q.txt,200.0,51475.0,0.0,0.0,0.0,9.0,0.0,win
152.13.178.dci,2003-02-20,00:05:39,500.0,884124.0,0000950168-02-003893,d10k.htm,200.0,1899981.0,0.0,0.0,0.0,9.0,0.0,mie
67.112.196.ech,2003-02-20,00:05:45,500.0,1046327.0,0001032210-99-000801,.txt,200.0,349474.0,0.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:05:47,500.0,1119639.0,0001119639-03-000025,.txt,200.0,263520.0,0.0,1.0,0.0,0.0,0.0,
202.78.97.jdj,2003-02-20,00:05:55,500.0,1104730.0,0001012870-03-000768,d10k.htm,200.0,1352605.0,0.0,0.0,0.0,9.0,0.0,
61.115.76.jbf,2003-02-20,00:05:55,500.0,1060559.0,0001085256-03-000057,.txt,200.0,13937.0,0.0,1.0,0.0,0.0,0.0,
67.112.196.ech,2003-02-20,00:05:57,500.0,1046327.0,0000891020-98-001795,.txt,200.0,12413.0,0.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:06:08,500.0,1009626.0,0000891618-03-000944,.txt,200.0,48924.0,0.0,1.0,0.0,0.0,0.0,
205.188.208.ede,2003-02-20,00:06:10,500.0,1039276.0,0000927016-02-001461,dex13.txt,200.0,128320.0,0.0,0.0,0.0,9.0,0.0,mie
61.115.76.jbf,2003-02-20,00:06:10,500.0,1183681.0,0001183681-03-000004,.txt,200.0,18273.0,0.0,1.0,0.0,0.0,0.0,
67.112.196.ech,2003-02-20,00:06:11,500.0,1046327.0,0000891020-98-001767,.txt,200.0,174763.0,0.0,0.0,0.0,1.0,0.0,win
207.105.213.jje,2003-02-20,00:06:12,500.0,1061580.0,0000950149-02-000154,-index.htm,304.0,,1.0,0.0,0.0,1.0,0.0,
61.115.76.jbf,2003-02-20,00:06:13,500.0,1085359.0,0000895421-03-000055,.txt,200.0,16654.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:06:14,500.0,1049782.0,0000902584-03-000037,.txt,200.0,10111.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:06:15,500.0,754516.0,0000884589-03-000005,.txt,200.0,18852.0,0.0,1.0,0.0,0.0,0.0,
66.108.223.jdj,2003-02-20,00:06:17,500.0,883241.0,0000813917-03-000065,-index.htm,200.0,3131.0,1.0,0.0,0.0,1.0,0.0,mie
61.115.76.jbf,2003-02-20,00:06:18,500.0,1079817.0,0001079817-03-000024,.txt,200.0,7975.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:06:19,500.0,1079817.0,0001079817-03-000025,.txt,200.0,7921.0,0.0,1.0,0.0,0.0,0.0,
66.68.69.idh,2003-02-20,00:06:25,500.0,896878.0,0000891618-02-004433,-index.htm,200.0,4660.0,1.0,0.0,0.0,1.0,0.0,win
67.224.59.bji,2003-02-20,00:06:27,500.0,1123361.0,0000912057-02-042001,-index.htm,200.0,2915.0,1.0,0.0,0.0,10.0,0.0,mie
67.112.196.ech,2003-02-20,00:06:31,500.0,1046327.0,0000891020-99-000757,.txt,200.0,10751.0,0.0,0.0,0.0,1.0,0.0,win
67.27.135.hbf,2003-02-20,00:06:33,500.0,56824.0,0000950124-02-003902,.txt,200.0,234261.0,0.0,0.0,0.0,10.0,0.0,mie
63.99.105.fib,2003-02-20,00:12:44,500.0,357301.0,0000849261-02-000007,-index.htm,200.0,2087.0,1.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:12:52,500.0,30828.0,0001063457-03-000001,.txt,200.0,13826.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:12:53,500.0,804055.0,0000804055-03-000093,.txt,200.0,20809.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:14:17,500.0,356028.0,0001047469-03-005948,.txt,200.0,6314.0,0.0,1.0,0.0,0.0,0.0,
66.108.223.jdj,2003-02-20,00:14:25,500.0,353230.0,0000950117-03-000698,-index.htm,200.0,193148.0,1.0,0.0,0.0,1.0,0.0,mie
65.208.227.fdb,2003-02-20,00:14:33,500.0,1095480.0,0001012870-02-001616,-index.htm,200.0,3314.0,1.0,0.0,0.0,1.0,0.0,win
200.35.101.fad,2003-02-20,00:14:35,500.0,1081242.0,0001015402-02-003121,.txt,200.0,123911.0,0.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:14:37,500.0,1066026.0,0001032210-03-000212,.txt,200.0,342243.0,0.0,1.0,0.0,0.0,0.0,
66.108.223.jdj,2003-02-20,00:14:38,500.0,353230.0,0000950117-03-000698,a34428.txt,200.0,429977.0,0.0,0.0,0.0,9.0,0.0,mie
65.208.227.fdb,2003-02-20,00:14:41,500.0,1095480.0,0001012870-02-001616,d10k.htm,200.0,825772.0,0.0,0.0,0.0,9.0,0.0,win
66.108.223.jdj,2003-02-20,00:14:41,500.0,353230.0,0000950117-03-000698,-index.htm,200.0,193148.0,1.0,0.0,0.0,1.0,0.0,mie
12.216.77.jbh,2003-02-20,00:14:43,500.0,63541.0,0001193274-03-000007,-index.htm,200.0,2753.0,1.0,0.0,0.0,4.0,0.0,mie
61.115.76.jbf,2003-02-20,00:14:47,500.0,24240.0,0000024240-03-000011,.txt,200.0,13393.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:14:55,500.0,1062047.0,0000950152-03-001960,.txt,200.0,46093.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:15:04,500.0,1062047.0,0000950152-03-001965,.txt,200.0,46199.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:15:17,500.0,1079425.0,0001104659-03-002693,.txt,200.0,66662.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:15:18,500.0,1199156.0,0001199156-03-000006,.txt,200.0,37915.0,0.0,1.0,0.0,0.0,0.0,
129.8.166.abf,2003-02-20,00:15:19,500.0,1079028.0,0001012870-99-000444,.txt,200.0,319396.0,0.0,0.0,0.0,1.0,0.0,
68.0.65.abh,2003-02-20,00:15:26,500.0,1037116.0,0000912093-03-000027,-index.htm,200.0,2899.0,1.0,0.0,0.0,2.0,0.0,win
68.160.206.ddh,2003-02-20,00:15:26,500.0,1120914.0,0000891618-02-001753,-index.htm,200.0,2338.0,1.0,0.0,0.0,1.0,0.0,win
203.195.159.jcf,2003-02-20,00:15:27,500.0,722567.0,0000950120-03-000080,form10qsb.txt,200.0,58097.0,0.0,0.0,0.0,9.0,0.0,mie
216.103.82.jie,2003-02-20,00:15:29,500.0,1043134.0,0001012870-01-502640,-index.htm,200.0,1974.0,1.0,0.0,0.0,1.0,0.0,win
68.0.65.abh,2003-02-20,00:15:30,500.0,1037116.0,0000912093-03-000027,edgar.htm,200.0,15517.0,0.0,0.0,0.0,9.0,0.0,win
68.160.206.ddh,2003-02-20,00:15:31,500.0,1120914.0,0000891618-02-001753,f80664dedef14a.htm,200.0,183140.0,0.0,0.0,0.0,9.0,0.0,win
216.103.82.jie,2003-02-20,00:15:35,500.0,1043134.0,0001012870-01-502640,d10q.txt,200.0,82374.0,0.0,0.0,0.0,9.0,0.0,win
216.160.104.jbf,2003-02-20,00:15:36,500.0,1095357.0,0001032210-01-501474,.txt,200.0,176318.0,0.0,0.0,0.0,1.0,0.0,win
24.45.208.ajg,2003-02-20,00:15:51,500.0,1016466.0,0000950124-96-002794,.txt,200.0,2122421.0,0.0,0.0,0.0,1.0,0.0,win
200.35.101.fad,2003-02-20,00:15:53,500.0,1124198.0,0001017062-02-000439,.txt,200.0,160256.0,0.0,0.0,0.0,1.0,0.0,win
216.52.163.jbf,2003-02-20,00:15:57,500.0,753308.0,0000753308-02-000060,form10q3q02.htm,304.0,,0.0,0.0,0.0,9.0,0.0,win
61.115.76.jbf,2003-02-20,00:15:58,500.0,1128300.0,0000073952-03-000028,.txt,200.0,7745.0,0.0,1.0,0.0,0.0,0.0,
200.42.95.dda,2003-02-20,00:16:01,500.0,107263.0,0000950134-03-002779,d03473e8vk.txt,200.0,2773.0,0.0,0.0,0.0,9.0,0.0,mie
67.112.196.ech,2003-02-20,00:16:12,500.0,1088653.0,0001012870-03-000765,-index.htm,200.0,2449.0,1.0,0.0,0.0,1.0,0.0,win
198.17.35.ehd,2003-02-20,00:16:15,500.0,1094371.0,0001012870-99-004270,-index.html,200.0,495654.0,1.0,0.0,0.0,1.0,0.0,win
67.112.196.ech,2003-02-20,00:16:16,500.0,1088653.0,0001012870-03-000765,dex5.htm,200.0,5444.0,0.0,0.0,0.0,9.0,0.0,win
61.115.76.jbf,2003-02-20,00:16:18,500.0,903954.0,0000903954-03-000010,.txt,200.0,13182.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:16:19,500.0,903954.0,0000903954-03-000011,.txt,200.0,13162.0,0.0,1.0,0.0,0.0,0.0,
210.164.153.hgh,2003-02-20,00:16:22,500.0,95676.0,0000912057-96-029379,.txt,304.0,,0.0,0.0,0.0,4.0,0.0,win
12.235.97.aab,2003-02-20,00:16:23,500.0,880800.0,0000950152-03-000614,-index.htm,200.0,62113.0,1.0,0.0,0.0,4.0,0.0,mie
61.115.76.jbf,2003-02-20,00:16:23,500.0,903954.0,0000903954-03-000014,.txt,200.0,13150.0,0.0,1.0,0.0,0.0,0.0,
200.35.101.fad,2003-02-20,00:16:24,500.0,1124198.0,0001017062-01-000119,.txt,200.0,293579.0,0.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:16:24,500.0,903954.0,0000903954-03-000015,.txt,200.0,13164.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:16:25,500.0,903954.0,0000903954-03-000017,.txt,200.0,13187.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:16:26,500.0,903954.0,0000903954-03-000018,.txt,200.0,13179.0,0.0,1.0,0.0,0.0,0.0,
67.112.196.ech,2003-02-20,00:16:27,500.0,1088653.0,0001012870-03-000765,ds8.htm,200.0,51050.0,0.0,0.0,0.0,9.0,0.0,win
211.100.14.jdj,2003-02-20,00:16:29,500.0,1100969.0,0001021408-02-003975,d10k.txt,200.0,280801.0,0.0,0.0,0.0,9.0,0.0,win
61.115.76.jbf,2003-02-20,00:16:29,500.0,824468.0,0000903423-03-000187,.txt,200.0,13186.0,0.0,1.0,0.0,0.0,0.0,
167.219.0.jcf,2003-02-20,00:16:30,500.0,936468.0,0000928385-02-003526,d10q.txt,304.0,,0.0,0.0,0.0,9.0,0.0,mie
192.18.128.haa,2003-02-20,00:16:31,500.0,91419.0,0000950152-95-001575,.txt,200.0,168157.0,0.0,0.0,0.0,1.0,0.0,mie
61.115.76.jbf,2003-02-20,00:16:38,500.0,1058664.0,0001085037-03-000124,.txt,200.0,662298.0,0.0,1.0,0.0,0.0,0.0,
12.242.182.gbi,2003-02-20,00:16:39,500.0,717605.0,0001041885-03-000025,-index.htm,200.0,3147.0,1.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:16:39,500.0,885540.0,0001096906-03-000068,.txt,200.0,10810.0,0.0,1.0,0.0,0.0,0.0,
67.112.196.ech,2003-02-20,00:16:40,500.0,1088653.0,0001012870-02-003139,-index.htm,200.0,2468.0,1.0,0.0,0.0,1.0,0.0,win
162.84.171.def,2003-02-20,00:16:42,500.0,1062157.0,0000950137-00-001539,-index.html,200.0,76793.0,1.0,0.0,0.0,1.0,0.0,
12.242.182.gbi,2003-02-20,00:16:46,500.0,717605.0,0001047469-03-005600,-index.htm,200.0,3333.0,1.0,0.0,0.0,1.0,0.0,win
67.112.196.ech,2003-02-20,00:16:48,500.0,1088653.0,0001012870-02-003139,d10k.htm,200.0,1222397.0,0.0,0.0,0.0,9.0,0.0,win
61.115.76.jbf,2003-02-20,00:16:55,500.0,874212.0,0000874212-03-000014,.txt,200.0,17883.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:16:57,500.0,1190830.0,0000891618-03-000944,.txt,200.0,48924.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:17:00,500.0,1133221.0,0000950172-03-000527,.txt,200.0,48263.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:17:02,500.0,1133221.0,0000950172-03-000528,.txt,200.0,48263.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:17:03,500.0,849778.0,0000909567-03-000194,.txt,200.0,8708.0,0.0,1.0,0.0,0.0,0.0,
61.115.76.jbf,2003-02-20,00:17:05,500.0,1014175.0,0000355429-03-000070,.txt,200.0,18397.0,0.0,1.0,0.0,0.0,0.0,
198.81.27.jdj,2003-02-20,00:17:08,500.0,1086670.0,0001011723-03-000008,-index.htm,200.0,1897.0,1.0,0.0,0.0,1.0,0.0,win
61.115.76.jbf,2003-02-20,00:17:10,500.0,940944.0,0000940944-03-000012,.txt,200.0,9186.0,0.0,1.0,0.0,0.0,0.0,
128.252.249.cih,2003-02-20,00:17:11,500.0,777001.0,0001047469-03-005203,a2103339z424b5.htm,200.0,452592.0,0.0,1.0,0.0,0.0,0.0,win
61.115.76.jbf,2003-02-20,00:17:15,500.0,1080389.0,0001080389-03-000013,.txt,200.0,11071.0,0.0,1.0,0.0,0.0,0.0,
216.173.49.adj,2003-02-20,00:17:16,500.0,878522.0,0000950134-03-001017,.txt,200.0,1673497.0,0.0,1.0,0.0,0.0,1.0,
211.100.14.jdj,2003-02-20,00:17:28,500.0,1100969.0,0001021408-02-013976,.txt,200.0,188354.0,0.0,0.0,0.0,1.0,0.0,win
